project,pullNumber,CCR,Author_response,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
flink,6091,"Are those changes in `AsyncDataStream.scala` somewhere covered by the tests? If you comment out their method bodies, does at least one test fails?","I haven't found any tests for `AsyncDataStream.scala` or `AsyncFunction.scala`, I am not sure whether it is missing or unnecessary. What do you think?",1,1,1,0,1,0,0,1,0,0,1,0,0
flink,7549,"it seems we also need to check success of `partitionWriter.finish()` to preserve the old behaviour.
Maybe, `ResultPartitionWriter.finish()` could also return boolean.","I think the current implementation also keeps the previous behavior. `partitionWriter.finish()` would always be successful except throwing exception. If exception, the following notification would not be executed as well.

Do you think we still need the explicit form for returning boolean value?",1,1,1,1,1,1,1,0,0,0,0,1,0
flink,8476,Can we change it to implement `AutoCloseable` ?,"I've also noticed that (I was struggling with finding a good name for `AsyncDataInput `), but what would you suggest? ",1,1,0,0,1,0,0,1,0,0,1,0,0
flink,13834,"All of these only test the deserialization. We should also add tests for serialization. I think we can use `testNullableField` for this purpose. 

Besides, we can rename method `testField(fieldType, csvValue, value, deserializationConfig, fieldDelimiter)` to `testFieldSerialization` to be more specific. ","rename method  `testField(fieldType, csvValue, value, deserializationConfig, fieldDelimiter)` to `testFieldSerialization` ?  or `testFieldDeserialization` ?",1,1,1,0,1,0,0,1,0,1,1,0,1
flink-kubernetes-operator,711,"Could we treat `scalingTracking` as a metric, just like the other scaling metrics? Apart from being consistent with the current code, this also has some advantages because the scaling time will be reported as a metric out of the box.

So basically I'm asking to insert the current rescale time into the `collectedMetrics` map.","How do you propose to make the association between the rescaling decision and the collected metrics record? My understanding is that `updateMetrics` writes collected metrics irrespective from the rescalings, so we need to somehow decide which history entry to associate the restart time with. To be honest this feels like misusing the data structure not for its original purpose and adding complexity that will be hard to interpret when someone reads the code. It is already hard enough to interpret what is going on in the `updateMetrics` method.",1,1,1,0,0,0,0,1,0,0,1,0,1
flink-kubernetes-operator,425,"The reference page is generated based on JavaDocs, you need to fix it there, you cannot edit this page directly",@gyfora It is a space caused by a line break in the doc. Is there any solution for this? Thank you!,1,1,1,0,1,0,0,1,0,0,1,0,0
flink-kubernetes-operator,438,"I think we don’t need this branch here, this would prevent us from suspending failing jobs","@gyfora. At this place: https://github.com/apache/flink-kubernetes-operator/actions/runs/3574448062/jobs/6009735670. 

Could you please help me here? Not sure if re-triggering solves it. 

```
flinkdeployment.flink.apache.org ""session-cluster-1"" deleted
flinksessionjob.flink.apache.org ""flink-example-statemachine"" deleted
persistentvolumeclaim ""session-cluster-1-pvc"" deleted
ingressclass.networking.k8s.io ""nginx"" deleted
No resources found
Error: Process completed with exit code 1.
```",1,1,1,1,0,0,0,1,1,1,1,1,0
flink-kubernetes-operator,711,This doesn't factor in any excluded vertices through the excluded vertices setting.,"Not sure I am missing something, but I thought only vertices which are scaled are entered into the scaling history. Since this is what we build our `targetParallelisms` based on (see `getTargetParallelismOfScaledVertices`) and iterate over  `targetParallelisms`, not the `actualParallelism`, I assumed this already being dealt with.",1,1,1,0,1,0,0,1,0,0,0,0,0
flink-kubernetes-operator,711,"Just wondering, if we store the max restart time, isn't it enough to store a single value? This would simplify the code.","Do you mean just store maxRestartTime per job instead of the startTime endTime pairs? 
1. How are we going to prevent an abnormally large timestamp that happened a month from ""locking"" the restart time forever?
2. How about the idea of adding the exponential moving average we were discussing as a potential improvement?",1,1,1,0,1,0,0,0,1,0,1,1,0
geode,4395,"The scoring is now not consistent for single node compared to distributed nodes... there is a way to configure the old scoring mechanism to keep them consistent... if we want to move to the new scoring system, we'll have to figure out a way to feed the correct metadata to the score algorithm...","Thanks @jhuynh1,
what is a way forward? Is the latest changes OK or we need to change something else?
Any thoughts/suggestions?
",1,1,1,0,1,0,0,1,0,0,0,0,0
geode,6770,"I think you should move this to a static inner-class or better yet use Mockito to mock it:
```
JMXConnectorServer jmxConnectorServerWithMBeanServer = mock(JMXConnectorServer.class);
```","I need two instances of subclass of `JMXConnectorServer`, which an abstract class. One instance with a non-null `mbeanServer` field, the other with a null `mbeanServer`. I don't know why move this to a static inner-class. I have tried to mock `JMXConnectorServer`. But I don't think a mock will work in this test case. I need to set the `mbeanServer` field of `JMXConnectorServer`. There is no setter for it. Only the constructor sets it.",1,1,0,0,1,0,0,0,1,0,1,0,0
geode,6629,it's probably cleaner to use 'assertThatThrownBy` method,"Is this the type of thing you're recommending:
```
    assertThatThrownBy(
        () -> JsonWriter.writeArrayAsJson(mock(JsonGenerator.class), value, ""myDate""))
            .isInstanceOf(IllegalStateException.class)
            .hasMessage(""Expected an array for pdx field myDate, but got an object of type ""
              + value.getClass());
```",1,1,1,1,1,0,0,1,0,0,1,1,0
geode,6146,Missing test case for this branch.,I'm not quite sure about your concern. There are 10 sample inputs in `RedisKeyJUnitTest.testRoutingId_withHashtags`. Could you express a relevant test case in the form of an actual input example?,1,1,1,0,1,0,0,1,1,0,1,0,0
geode,918,"You introduced this RegionService under internal package. But there's RegionService at org.apache.geode.cache package. This class is better to be a different name, or merge its functionality into other RegionService. ","Thanks. Yes, its confusing. That API doesn't belong in the public RegionService interface. Its a specialized API for CacheServices that are on Regions. I can rename it. Any ideas? How about RegionCacheService?",1,1,1,0,0,0,0,1,1,0,1,0,0
geode,5403,"Why this is not `handleManagerDeparture(theId, false, reason, true)`? `handleManagerDeparture(theId, false, reason)` will not update the `stats` in line 1887.","Sorry, I don't understand the question.  We want to decrement the node count once, but this method will be invoked multiple times for the same departing node.  If we restrict the decrement to view-changes it will only be decremented once because we only notify memberDeparted once for a member that's left the view.",1,1,1,0,1,0,0,1,0,0,1,0,0
geode,845,"This is causing the `String`-based to go through the `Enum`-based methods.  I think we want to do that the other way around since the `String` methods are more general.  (For example, if someone wants to check for some custom security target like ""CLUSTER:READ:LDAP"" this will currently throw an exception.)",or do we want to jump ahead and allow other resource/operation with this change and deprecate the ENUM form (along with getResource() and getOperation() call)?,1,1,1,0,1,1,1,1,0,0,1,0,1
geode,6629,"The caller already made sure value.getClass().isArray() was true. So this message should say something about the array element type not being supported by JSON. Given a Class instance that isArray() you can call getComponentType() it to get the class that describes the element type. The message could say that the componentType is not supported for JSON. Also keep in mind that ""value"" is an array and toString on an array is not very helpful (just prints out the class name and its hashCode but not the elements of the array).
Also you need a unit test for this one","Does this work?
```
          ""The pdx field "" + pf + "" is an array whose component type ""
              + value.getClass().getComponentType()
              + "" can not be converted to JSON."");
```
I'm not sure I like trusting that the caller made sure that value.getClass().isArray() was true though.",1,0,1,0,1,0,1,0,0,0,0,0,1
geode,7440,Is it really okay to just do nothing here if buckets is null? It does not get nulled out at the end of its life. It is null after the constructor and made non-null when initializeRegionAdvisor is called. But it is called BEFORE we call processProfilesQueuedDuringInitialization which is the only place we null out preInitQueue. We only get to this null check if preInitQueue is null. My concern is if we do get to this line and buckets is null then something is wrong with our internal logic and we are not going to  call removeIdWithSerial which seems wrong.,"If we do get to this line, then `preInitQueue` has to be `null`, which means `processProfilesQueuedDuringInitialization()` is called. And `initializeRegionAdvisor()` is called before `processProfilesQueuedDuringInitialization()` to initialize the `buckets` array. So I don't think `buckets` is `null`. Maybe I am missing something?",1,1,1,1,1,1,0,0,1,0,1,0,0
geode,4395,"The scoring is now not consistent for single node compared to distributed nodes... there is a way to configure the old scoring mechanism to keep them consistent... if we want to move to the new scoring system, we'll have to figure out a way to feed the correct metadata to the score algorithm...",Do we need to change `reduce` method to compare on key instead of score? Or it is enough to see that all entries exist in both singleResult and distResult?,1,1,1,1,0,0,0,1,1,0,0,0,1
gobblin,3498,"Since we disable the following writer as well, not sure whether you want to add the following writer to the exception as well, depends on you",Not sure what you mean? It's adding the name of the writer class that failed so that we know if failure happened in iceberg writer or in hive writer.,1,1,1,1,0,1,0,0,1,1,1,0,0
gobblin,1689,"Should the `simulate` check be put around both line 98 and line 100? Then when running in simulate mode, it is more obvious which version will be cleaned.",Didn't get it. Can you explain.,1,1,1,1,1,0,1,0,1,0,1,0,0
gobblin,2912,Why reduce the default? Can we leave it as Integer.MAX_VALUE?,"If we really request that much, does Yarn have any protection against us ? ",1,1,1,0,1,0,0,1,0,0,1,0,0
gobblin,3172,Shall we keep consistent with other files for import convention ?,"DataFile here refers to 'org.apache.iceberg.DataFile', and the parameter is 'org.apache.gobblin.metadata.DataFile', how should I keep consistent with other files? Not sure how other files are dealing with this type of import",1,1,0,0,1,0,0,0,1,0,0,0,0
gobblin,1616,I think this needs to be `volatile` for thread safety.,"will add, although I thought the synchronized block around getKeyRecords() means we don't need to make it volatile? ",1,1,0,0,1,0,0,0,0,0,1,0,0
guacamole-client,497,"The filter should also be factored in right here - that is, if the user has configured the configuration DN, the configured search filter should, at the very least, be `AndNode`d together here with this `NotNode` to remove `guacConfigGroup` objects from the results.",You say... Retrieve everything under `configurationbaseDN ` **NOT** containing `guacConfigGroup `right?,1,1,1,0,1,0,1,1,0,1,0,0,0
hadoop,5847,"if this test uses file:// as the childen fs then it could be added in hadoop common, which is where viewfs is implemented. Doing that means that yetus will run the test on every change to hadoop-common, which is needed to stop regressions in viewfs only being found later",Sorry I don't fully understand what you mean. Do you suggest moving this test file to hadoop-common?,1,1,1,0,1,0,1,1,0,0,1,0,0
hadoop,1988,why do need this method while we can just call new FsGetter() directly?,"Thanks @chliang71  for the review. We have overridden this method in ViewFSOverloadScheme class. In ViewFSOverloadScheme, fsGetter gets its special FsGetter anonymous subclass instance with its own implemented methods. Does this answers your question? ",1,1,0,0,1,0,0,1,1,0,0,0,0
hadoop,6198,add the caught exception as the cause,"im not totally sure what the ask is here, this is how i've been doing all of them. Are you saying only have the caught exception as the cause without the `getEnclosingRoot - ""` part?",1,1,0,0,1,0,0,1,0,0,1,0,0
hadoop,3358,"Can you please add a testcase where the gpu resource is added to the resource_types, but it isn't configured in absolute_resources? Just for future development, to ensure that this will be supported in the future.","A good question, we should get back to it. What happens, when a resource is not defined in configuration, but is present as a resource type? Should it be zero by default?",1,1,0,0,1,0,0,1,0,0,1,0,0
hadoop,5421,"is this going to break when the hadoop-aws module is running against an unshaded version of the SDK? as the reason this class does some reflection games already is downgrade in this situation ...you can't switch to wildfly and openssl, but you can at least work","I don't have a lot of knowledge here, but I don't think so. [software.amazon.awssdk.http.apache.ApacheHttpClient](https://github.com/aws/aws-sdk-java-v2/blob/master/http-clients/apache-client/src/main/java/software/amazon/awssdk/http/apache/ApacheHttpClient.java) is part of the SDK and not the shaded http dependency. ",1,1,0,0,0,0,1,1,0,1,0,0,0
hadoop,2731,"again, can we use assertThatStatisticMean()?","I am not able to add ```.isGreatherThan(<SOME_DOUBLE>)``` after assertThatStatisticMean(), I guess because this is an ```ObjectAssert<MeanStatistic>``` rather than ```DoubleAssert```?",1,1,1,0,1,0,0,1,1,0,1,0,0
hadoop,2073,we are getting so close here. Now move this up to L28.,"You mean move to L27 so that org.slf4j and org.apche are single block?
",1,1,0,0,1,0,0,1,1,1,1,1,0
hbase,2237,"@Apache9, we're failing the `InitMetaProcedure` with an `IOException`, and HMaster will fail the master startup if `InitMetaProcedure` is `FAILED` with an exception. 

Still, alternatively, we could continue the bootstrap without throwing (but this is not good as you recommended)

so, do you think this change align with your comments? ","@Apache9, `InitMetaProcedure` with an `IOException`, and HMaster will fail the master startup if `InitMetaProcedure` is `FAILED` with an exception. 

Still, alternatively, we could continue the bootstrap without throwing (but this is not good as you recommended)

so, do you think this change align with your comments? ",1,1,1,1,0,1,0,1,1,0,1,0,0
hbase,3279,"Why do we need to download the whole file?

Just create an InputStream and an OutputStream and then use IOUtils.copy?",@Apache9 Not sure if I understood what you meant. Can you explain a bit more detail?,1,1,1,0,1,0,0,1,0,0,1,0,0
hbase,2800,"Why introduce an StoreContext? Isn't that what a Store is? Store spans files.

(We need the 'H' in HStoreContext?)","IMO those informative accessor/reference and final/read-only primitives should ideally be in the context, although we're focusing on writer (`StoreFileWriter`) related reference and may have missed few of them (e.g. `scanInfo`) in this commit. 

let's try to clarify your suggestion 
1. if you see the `StoreContext` is general to be applied on most cases, are those missing fields (e.g. `scanInfo` and  final primitives) what you're trying to point out ? if so, we can revisit and filter/add more into the `StoreContext` 
2. The scope of this `Context` is more related to Writer(`StoreFileWriter`)/Committer(will be added), should we rename it to `StoreWriterContext`/`StoreWriteContext`  that used by those operators?

",1,1,1,0,0,0,0,1,1,1,1,0,0
hbase,850,Is this necessary?,Fair enough. Not sure why that is in there to be honest. I probably came from the original `TestThriftSpnegoHttpServer` class. Which probably got copied from one of the other `HttpServer` tests.,1,1,1,0,0,0,0,1,1,1,1,0,0
hbase,3372,"I think null handling could cause compatibility issue and hence might not make this eligible to land on branch-2 and branch-1 minor releases. @Apache9 @ndimiduk Wondering if it is good idea to deprecate this one and add new API that returns an enum with values: {TRUE, FALSE, NOT_PRESENT_IN_TD} to clearly migrate from here to new one?
This is to maintain source compatibility and with new API, we can make decision of whether to use site config or TD property value and then it can go to minor releases on branch-2.",@virajjasani - Not sure how using enum will help in maintaining compatibility. Yes it will surely improve code redabolity but It will face the same problem. Am i missing something here?,1,1,1,0,1,0,1,0,0,1,1,1,1
hbase,5051,I'm not entirely certain when `cleanup` gets called. Does it make sense to only build the reCompareExecutor if it is null? Or do we want to build a new executor on every call to `map`?,I'm not entirely certain when `cleanup` gets called. Does it make sense to only build the reCompareExecutor if it is null? Or do we want to build a new executor on every call to `map`?,1,1,1,0,0,1,0,1,1,1,1,0,0
hbase,2800,Does DEEP_OVERHEAD and heapSize() need to change? Does TestHeapSize still pass?,"TestHeapSize still passed when I checked it locally.

from what I understood from the `FIXED_OVERHEAD` were being calculated by `ClassSize.estimateBase`, it will automatically calculate the our newly added fields and reference included the change of `HStoreContext storeContext`. 

So for the `DEEP_OVERHEAD` that takes new calculated `FIXED_OVERHEAD` to come up the heap size, it should be done already. Or did I miss something here? ",1,1,0,0,1,0,0,0,1,1,1,0,1
hbase,3488,"Couldn't we require the regions to be positional (regionA, regionB) so we didn't have to do this check and flip-flop the argument order?

Also, is n-way region merges handled at a higher level?","
We could assume that since this is the direct store approach, the `HRegionFileSystem` instance delegating the job for this strategy is wrapping a `resulting merged region` and the correct order of params are then passed. 


Ain't sure I follow you. You mean multiple regions merge? ",1,1,1,0,1,1,1,1,0,1,1,1,1
hbase,923,Can we move this method to another class?,Where? This seems like most obvious place to look if you were looking for this sort of utility?,1,1,1,0,0,0,0,1,1,0,1,0,0
helix,1961,not an expert but AFAIK this can be used using stream/filter.,TFTR. I am not sure if we could throw exception in lamda function...,1,1,1,0,0,0,0,1,1,1,1,0,0
helix,1961,not an expert but AFAIK this can be used using stream/filter.,TFTR. I am not sure if we could throw exception in lamda function...,1,1,1,0,0,0,0,1,1,0,1,0,0
helix,955,This if statement shouldn't be deleted. The reasoning is clearly shown in the logging: the callback could be triggered before `ZKMetadataStoreDirectory` is fully initialized. Removing this if statement leaves the rest of the logic unguarded.,Can you help me understand in what case `the callback could be triggered before ZKMetadataStoreDirectory is fully initialized`?,1,1,0,0,1,0,0,1,1,0,1,0,0
helix,2090,"Would it be better to test more entry functions, with different parameter requirements? ","@mgao0 I had just added some more tests before your comment, is your comment considering those tests as well?",1,1,1,0,0,0,0,0,1,0,1,0,0
helix,2289,"Could you make it explicit in a comment that this function must be called in a synchronized setting? This is my worry in terms of ""clarity"". ","Thanks for the comment, but why this has to be synchronized? it's a read operation",1,1,0,0,0,0,0,0,0,0,1,0,1
helix,2120,"When you said parallel test execution, do you mean test classes running in parallel or test cases (methods) running in parallel?
For former, I remember we had a setting that prevents classes from running in parallel; for latter, we could set test dependency to force sequential execution. ","I think it could be both. I don't know what setting that is, can you point me to a relevant resource please?",1,1,1,0,0,0,0,1,0,1,1,0,1
helix,1663,"This test should probably be named as TestZkClientAsyncFailureMetric since your new code is only adding metrics. The aync function should be already covered in existing tests. 
With that said, have you checked whether it's possible to only add metrics testing to existing tests by mocking the results? That would save us one additional test file. If there is no available code path or too many efforts involved, I'm fine with having a separate test too. But please check the zkclient and monitor test. ","Thank you, @zhangmeng916 for your comments. They make sense and I will address them in the next commit. Just to be clear, are you suggesting adding these test methods to an existing test class, or incorporating these testing paths into an existing test method?",1,1,1,1,0,0,0,1,0,0,1,0,1
helix,65,The instanceName argument is not necessary since it can be get from instanceConfig.getInstanceName(),"Could do that, but doesn't `setInstanceConfig(clusterName, instanceConfig)` feel a bit odd as an API?",1,0,1,0,0,0,0,1,0,0,1,1,0
helix,1460,"A question regarding the description, if the error is just logged here, meaning the users won't really know there is a mismatch. If the callback is not done, they won't be able to distinguish between this error and other errors. Is this the expected behavior?","You mean they wouldn't be able to distinguish ""stale messages"" vs ""messages that don't have callbacks set up correctly""? I think these cases are logically the same and can't be easily distinguished code-level. If we are loosening up on one case, it's going to affect the other. 

On the other hand, callback registration is done in our code and naturally there should be a callback before sending messages that require replies. I imagine the previous check was there for cautionary purpose, not that messages are commonly created with incorrect correlation ids. ",1,1,0,0,1,1,0,1,1,0,0,0,0
hive,175,"To retain backward compatibility, new arguments should be qualified with optional.","Not sure what you mean here, this is the method to create the table with constraints, AFAIK you cannot make arguments optional? The schema of the tables used to store the constraints is still the same.",1,1,1,0,1,0,0,0,0,1,1,0,1
hive,1605,"1. Can we use StringUtils.isNotBlank(db_name_input) instead of (db_name_input!=null). 
2. Also can we have the same check on catName.
3. Can we use unified camel casing naming  convention across variable name.","Thanx @ashish-kumar-sharma 
1. I will address.
2. Why for catName? It isn't getting accessed anywhere which can fetch any NPE.
3. I didn't catch this? I haven't introduce any variable itself.",1,1,1,0,1,0,0,1,0,1,1,1,1
hive,4360,please keep the original code formatting,"Do you mean something like this?
```
            if (!mapJoinOp.getConf().isBucketMapJoin() &&
                !mapJoinOp.getConf().isDynamicPartitionHashJoin()) {
```",1,0,1,0,1,0,0,1,1,0,1,1,0
hive,526,"I'd be interested in seeing more complex tests, for example, mapping Avro `doc` fields to the Hive `comment` fields",I'm not familiar with `doc` fields and `comment` fields. Can u elaborate a little more or provide some documentation.,1,1,1,0,1,0,1,1,0,1,1,1,1
hudi,4669,Not strictly necessary:  I see the scala code has defaults for these two args.  Another constructor with these defaults can be added.,Not sure i follow your suggestion here. Can you elaborate?,1,1,1,0,0,0,0,1,1,0,1,0,0
hudi,327,Not sure if we need this test (in the interest of keeping this file from growing more).. This just tests index.tagLocation() which should be tested already..,This test specifically test tagLocation.  You mean to remove this test entirely?,1,1,1,0,0,0,0,1,1,0,1,0,0
hudi,1440,"It's a user-faced feature, we'd better to describe it in the documentation. WDYT?",Sure @yanghua . Could you point me to where I can add this?,1,1,1,0,0,0,0,1,0,0,1,0,1
hudi,9558,"do you want to create a local variable here? I think no, so you can use your cancel method",I don't really understand what you mean here? I created a new local thread pool for running all table services and destroyed it since we only need it once.,1,1,1,0,0,0,0,1,0,1,1,0,0
hudi,3071,Had to explicitly add these as we were getting NoClassFound for some classes. Will add the version in properties section,@n3nash @vinothchandar I am not able to figure this out but the tests fails for sure if janino jar is not present,1,1,1,0,1,0,0,1,0,0,1,0,0
hudi,7921,"should we be doing this in L1088 ? bcoz, this also gets into metadata records. ","Based on my understanding, `createInstantTime` is used in two places:
- For `files` partition: `getFilesPartitionRecords(createInstantTime, partitionInfoList, allPartitionRecord)`, `createInstantTime` is used to determine the file list till the instant time in data table.  So this should not have the suffix.
- For `bloom_filters` partition: `HoodieTableMetadataUtil.convertFilesToBloomFilterRecords(
            engineContext, Collections.emptyMap(), partitionToFilesMap, getRecordsGenerationParams(), createInstantTime)`, `createInstantTime` is stored in the metadata table record.  Not sure how important this is.",1,1,1,0,0,0,0,1,1,1,1,1,1
hudi,6725,Can you elaborate what `writtenPartitionsSince` refer to?,Do you mean adding the explanation of `writtenPartitionsSince` in the method comment?,1,1,1,0,1,0,0,1,0,0,1,0,0
hudi,251,Use ReflectionUtils to cache the class instance and config is not the right place to instantiate the class. I would do it as a interface method (factory) in WriteStatus interface,"Sure Prasanna, following is what you mean right?

In HoodieWriteConfig add below
```
    public WriteStatus getWriteStatus() {
        return ReflectionUtils.loadClass(props.getProperty(HOODIE_WRITE_STATUS_CLASS_PROP));
    }
```",1,1,0,0,1,0,0,1,0,0,1,1,1
hudi,4753,If we don't care about the generic let's mark it as wildcard instead of using it as raw type: `HoodieCommitMetadata<?>`,"Sorry, Alexey. I didn't get the point.
Did you mean `HoodieWriteMetadata` which is `public class HoodieWriteMetadata<O> {xxx}`
Or `HoodieCommitMetadata ` which is `public class HoodieCommitMetadata implements Serializable {xxx}` :<


",1,1,1,0,1,0,0,1,0,1,1,1,1
hudi,1091,can we try to use java8 collect() APIs to implement these.,"Are you suggesting something like this

Stream<String> matchingFiles = Stream.concat(filesWithNoRanges.stream(), indexLookUpTree.getMatchingIndexFiles(recordKey).stream());
    Set<Pair<String, String>> toReturn = new HashSet<>();
    matchingFiles.forEach(file -> toReturn.add(Pair.of(fileToPartitionPathMap.get(file), file)));
    return toReturn;",1,1,1,0,0,0,0,1,1,0,1,0,0
hudi,1150,"Could be better to re-use the same schema? if you really want two different schema, then its time to modularize this class better?","@bvaradar I am still trying to understand why do you want to distinguish the topic from which the record with TestRawTripPayload got ingested? In the current setup also, all the test cases are passing. Could you please make your intention more clear?",1,1,1,0,1,0,0,0,1,0,1,0,1
hudi,1150,any reason this is in the `hudi-common` package?,"Get your point, will move the class to utilities package. Can you please elaborate what do you mean by TargetTableConfig. All the properties in this class only apply for Source. I guess with few changes in validations part (validateTableConfigObject function in HoodieMultiTableDeltaStreamer.java), the same class can be used for non-kafka sources too? Let me know your thoughts on this. @bvaradar ",1,1,1,0,0,0,0,1,0,0,1,1,0
hudi,1558,Can we append this parameter into the list of the parameters?,I did not get this. Which list are you referring to?,1,1,1,0,0,0,0,1,1,1,1,0,0
hudi,1722,can we get away by delegating this to be super class?,Do you mean use `ParquetInputFormat` as superclass? We have to use `ParquetFileFormat` from Spark.,1,1,1,0,0,0,0,1,1,1,1,0,0
hudi,5328,This can introduce data skew if most data are in the latest date partition.,"Not sure i follow your train of thought: that's the whole idea of such partitioners (parittion-sort and partitioner-no-sort) to be able to partition the data to be better aligned with physical partitioning, right? 

In case data is heavily skewed into most recent partition, it shouldn't be handled with this partitioner.",1,1,1,0,1,0,0,1,0,0,1,0,0
hudi,5445,"The builder is very similar to `TestConfigurations.Sql`, we can plan to refactor the code.","What do you mean? refactor  TestConfigurations code with HoodiePipeline?
I think it's no need to refactor code with HoodiePipeline.
Firstly, TestConfigurations is a test util class and some code and functions are only designed for test used.
At some time, TestConfigurations and HoodiePipeline just had very small similar. 
Secondly. TestConfigurations called for tests but HoodiePipeline called for low-level APIs used. it's maybe a little confused after refactor code

",1,1,1,0,1,0,0,1,1,0,1,0,0
hudi,6254,checkIfValidFileSlice -> filterValidFileSlice ?,"
I'm not sure that if a boolean returned method return may throw an IllegalXXXXException, it may be more appropriate to be named with checkXXXX. Is it?
",1,1,1,0,1,0,0,1,0,0,1,0,0
hudi,1804,"when I was benchmarking Hfile, found few other cache config params to be useful. 
prefetch on open, cache L1 and drop behind compaction. More details can be found [here](https://issues.apache.org/jira/browse/HUDI-432). Can we add these 3 configs to this class as well",Can you please provide the source to your benchmarking so I can add the configs? The source code link in HUDI-432 is broken.,1,1,1,0,0,0,0,1,1,1,1,1,0
hudi,7021,This is actually incorrect -- this will delete the record,"The logic here is aligned with the previous one. What status will trigger ""This will delete the record""?",1,1,1,0,0,0,0,1,1,1,1,0,0
hudi,9593,We should also call merger API here to check whether the record need to be dropped before load it as result of query.,"Hi @beyond1920, not quiet understand why we need to use merge here since the function tends to remove the record. Can you explain a bit?",1,1,0,0,0,0,1,1,0,1,1,1,0
iceberg,4307,"Can we add a test that uses a partition spec, writes out data, then updates the partition spec, and write data again, in order to test that we're catching all partition specs propery?

That way we guard against a regression.","I already tried to add this test, but couldn't figure out how to update the partition specs. Can you point me to an example on how to do it.",1,1,1,0,1,0,0,1,0,1,1,0,1
ignite,8109,Is it possible to use a DTO object instead? Generics is more clear solution,"Not sure I've got an idea.
Could you provide an example related to the current tests?",1,1,1,0,1,0,1,1,1,1,1,1,1
ignite,4639,Should use build version and not the latest one. Don't know what to do for snapshot builds.,"@alamar Sorry, I don't quite understand your concern. https://ignite.apache.org/latest will not give you the snapshot or nightly builds, just the latest stable one, AFAIK.

Can you please explain?",1,1,1,0,0,1,0,1,0,1,1,0,1
ignite,6734,It looks like we have a possible memory leak here. `TcpClientTransaction` has a reference to `TcpClientTransactions` which has a reference to `ThreadLocal<TcpClientTransaction> tx`. If some `TcpClientTransactions` are not in use anymore but left a value in thread-local that value and `TcpClientTransactions` instance will never be garbage-collected. Making `TcpClientTransaction` class static should protect from it.,"We can't make `TcpClientTransaction` static, because we need `TcpClientTransactions` context here. 
I don't quite understand how we can get possible leak here. If nobody holds the reference to `TcpClientTransactions` instance and nobody holds the reference to `TcpClientTransaction` instances, which were created by this `TcpClientTransactions`, the only references left outside of garbage objects it's a `WeakReference` to `ThreadLocal` from threads which have used this `TcpClientTransactions` instance. These weak references don't prevent to collect garbage objects. 
Did I miss something?",1,1,1,0,0,0,1,1,0,0,1,0,1
ignite,8465,"```suggestion
Defragmentation is a costly operation in terms of disk IO. To avoid slowing down user operations, note that defragmentation cannot be executed on a regular node joined to the cluster. To perform defragmentation, you need to request it first on a particular node or set of nodes and then restart them.
```","Disagree on the suggested change: ""do not execute"" implies that it is possible to do the action but is not recommended. In reality executing defragmentation on a regular node is not possible at all. How can we rephrase this to catch this meaning?",1,1,1,0,0,0,1,0,0,0,1,1,0
ignite,3501,Do you expect backoffCoeff will ever change ?,Do you expect backoffCoeff will ever change ?,1,1,1,0,0,0,0,1,1,0,1,0,0
incubator-heron,1398,"Could you pass a stateManager instead of a runtime here? Better to not bury the stateManager initialization code.

Actually, if PackingPlan is updateable in ZK why is this method needed? Couldn't we just need to do thisL:

```
stateManager.setPackingPlan(serializer.toProto(updatedPackingPlan), topologyName)
```
","This is what I have understood, the implementations of `setPackingPlan` method will take care of updating the packing plan if it exists, or will create a node/file if it is not present. Is this correct?
",1,1,1,0,1,0,1,0,1,0,1,0,0
incubator-heron,2733,I think this `check quota` logic should be at the upper level rather than at this level. i.e. in `AuroraScheduler.addContainers(...)`,do you mean adding `check quota` to `AuroraController` interface,1,1,1,0,1,0,1,1,0,0,1,0,0
incubator-heron,1976,Here and elsewhere can we throw the original exception and not wrap in RuntimeException?,"They are all checked exceptions and the initialize method does not support throwing an exception. I'm not sure what else to do, any ideas?",1,1,1,0,1,0,0,1,1,0,1,0,0
incubator-heron,2080,"Just a clarification, this change basically doesn't log actual message whenever any error happens. Not only the OOM error.","ok, do you want me to add an `if` to see if exception is ` OutOfMemoryError`?",1,1,1,0,0,0,0,1,0,1,1,0,0
incubator-heron,1980,MetricsCacheMgr is more proper for a topology level component. Tracker is cluster level component.,"Agree, `MetricsCacheMgr` could be another provider of metrics. We should talk about it.  Currently `Dhalion` depends on the `timeline` api of the `Tracker`. When requested for metrics over 300 seconds, `Tracker` will provide 5 readings one for each of the 60 second intervals. Could you please point at some `MetricsCache` examples for this?",1,1,1,1,1,0,0,0,0,0,1,1,1
incubator-hugegraph,493,we can use member method here instead of static method,"but how to use non-static method in other class directly, like `UpdateStrategy.func()` 
unless using `UpdateStrategy.SUM.func()`? (and enum is not stable)
",1,1,0,0,1,0,0,1,0,0,1,0,0
incubator-hugegraph,1234,remove this line if possible.,which line need to remove?pls tell me line num.,1,1,1,0,0,0,0,1,0,1,1,0,0
