project,pullNumber,CCR,author,merged
beam,15612,Nearly all of the exceptions in this file already include logic to print the original traceback in the error message. That's not necessary now that we have `from error`. Could you remove the `trackeback.format_exc()` logic?,benWize,True
incubator-kie-drools,5392,"If the `reteEvaluator` can never be `null`, and that's why you removed the null check below, than you should also delete this comment. ",nprentza,False
fineract,2731,So where do the BasicAuthenticationFilter go?,taskain7,True
kafka,4832,as above. Why can't we use `this.props` directly?,h314to,True
shenyu,4116,maybe add some judge like `SelectorDTO#id`?,mahaitao617,True
kafka,13122,Why this is not at the start of the class? Can we rename it to `POLL_TIMEOUT_MS`?,clolov,True
geode,3477,"I think we still have a problem. RedundancyLogger has this line in its constructor:
    this.allBucketsRecoveredFromDisk = redundancyProvider.getAllBucketsRecoveredFromDiskLatch();
With these changes I think this will cause this line to set allBucketsRecoveredFromDisk on the RedunancyLogger to null. Since we are passing ""this"" into the RedundancyLogger why don't you change the above line to ""create"" the AllBucketsRecoveredFromDiskLatch on the redundancyProvider instead of ""getting"" it. You would want to also pass in the proxyBucket cound to the RedundancyLogger so it could pass this on to the create method. And this would allow you to remove the ""getAllBucketsRecoveredFromDiskLatch"" method since the only caller is the above line. All the other code that uses the allBucketsRecoveredFromDisk on the provider already checks to make sure it is not null. And this would make sure that the allBucketsRecoveredFromDisk on the RedundancyLogger is never null.",pivotal-eshu,True
iotdb,1865,"It seems that this function will return empty list when `maxHaveAppliedCommitIndex == commitLogIndex `,So how can we handle redo log when restart as we have not merged wal and raft logs?",neuyilan,True
iotdb,2184,"Point out that the upgrade tool will remove all files that having no resources, no matter whether they are complete tsfiles or in-merging files.",JackieTien97,True
iotdb,101,Maybe you should check the nullability of the file list.,fanhualta,True
hadoop,1842,why the nested exception?,snvijaya,False
nifi,4948,Would you please reorder the modifiers to comply with JLS?,simonbence,False
samza,938,nit. extra space.,lakshmi-manasa-g,False
iotdb,7621,Same as above.,choubenson,True
pinot,6345,"Please remove the extra empty line here. The prettier for handlebars will be able to take care of all these minor bits :)

Also, there is a typo in the folder name. `animalies -> anomalies`",JoeFuentes-WebDev,False
avro,1597,Can you replace var with the actual name of the object?,yanivru,True
netbeans,5320,"Not used, remove it..",tbw777,True
beam,17477,"nit: Remove space. Similar to above, it keeps the Assert section together and is more consistent with other tests.

This and the above comment should apply to other changes.",andreigurau,True
pulsar,1996,this can be changed to ```using namespace pulsar``` also,zhaijack,True
druid,4885,Could you describe the algorithm using an example in the method description?,silverbullet233,False
druid,11983,"just while we're here, can't resist... Still not ideal, but making it match other notes on this page

```suggestion
> **Note:** If `accessKeyId` and `secretAccessKey` are not given, the default [S3 credentials provider chain](../development/extensions-core/s3.md#s3-authentication-methods) is used.
```",techdocsmith,True
hadoop,1702,"
java.* imports should go above the org.apache ones in their own block",mukund-thakur,False
avro,1597,We shouldn't throw exceptions in properties,yanivru,True
pulsar,5675,same comment as above,hangc0276,True
beam,10367,This feels very DRY...,chadrik,True
geode,3100,We shouldn't need to stop(3) since there should only be 1 locator and 2 servers.,gesterzhou,True
flink,4012,"
The format need modify because I have builded the docs, And see the format as follows:

The TableEnvironment is a central concept of the Table API and SQL integration. It is responsible for: * Registering a Table in the internal catalog * Registering an external catalog * Executing SQL queries * Registering a user-defined (scalar, table, or aggregation) function * Converting a DataStream or DataSet into a Table * Holding a reference to an ExecutionEnvironment or StreamExecutionEnvironment
-
We want:
* Registering a Table in the internal catalog
* Registering an external catalog
* Executing SQL queries
* xxx
Right?
",fhueske,False
flink,22413,`startSchedulingAndFailover` -> `handleGlobalFailureAndRestartAllTasks`,huwh,False
hadoop,3728,Would you use slf4j placeholder (`{}`) for logging? It enables lazy-evaluation and improve performance especially in debug log. http://www.slf4j.org/faq.html#logging_performance,ashutoshcipher,True
flink,6759,move `@Override` to a single line.,Clarkkkkk,False
maven,391,Please explain why the inner class with the feature flag is not necessary anymore.,rfscholte,False
beam,1024,"`EMPTY`?
",bjchambers,False
skywalking,1499,引号分布不需要翻译。,JaredTan95,True
flink,7168,remove the `super.open(parameters)` it actually does nothing.,Clarkkkkk,False
shardingsphere,10310,"It is pointless to assign a copied `StandardMetaDataContexts` to `metaDataContexts`.
getChangedMetaData() of `renew(final RuleConfigurationsChangedEvent event)` is a better method to create a new `global authority rule` to truly `renew`. (Not efficient, but correct)",gloriawish,True
nifi,5656,This processor fetches the actual result of the textract job and puts it to the flowfile. On the other hand FetchSpeechSynthesisResults just fetches the status and the actual result is fetched only with the FetchS3Object processor. Wouldn't it make sense to make the behavior of this processor similar to be consistent across these features?,markap14,False
druid,3838,And changes in this class,jon-wei,True
seatunnel,1711,"Hi, thanks for your working on this patch, you don't need to submit this file, this file is only used in [2.1.1 release branch](https://github.com/apache/incubator-seatunnel/tree/2.1.1-prepare)",v-wx-v,True
nifi,6172,"```suggestion
 * Seed a UTF-8 folder in FTP server with files using i18n known filenames.  Iterate through a set of i18n folder
```",greyp9,False
nifi,6892,"Recommend including a specific message along with the wrapped exception.
```suggestion
            throw new ProcessException(String.format(""File [%s] upload failed"", filename), e);
```",krisztina-zsihovszki,False
cloudstack,4250,Should add an extra line to explain what we mean by vApp (i.e. network mapping of a vApp VMware template?),nvazquez,False
hadoop,5034,exposes too much of the metrics internals. better to have `addBytesFailed(long)` method and similar in AbfsOperationMetrics and invoke these here,anmolanmol1234,True
cassandra-java-driver,1237,Use `context.getClassUtils().isSame` instead.,GregBestland,True
inlong,5079,Maybe calling it `SCAN_STARTUP_SPECIFIC_OFFSETS` is more explicit.,huyuanfeng2018,True
ignite,10304,"Let's make backups=[**2** or **3**], which is closer to the real production",nizhikov,True
pulsar,5237,"```suggestion
    - b. Rollout the upgraded version to all bookies in the cluster after you determine that a version is safe after canary.  
```",Monica-zy,True
druid,3091,"I think @gianm would write here about backward compat as well
",sirpkt,False
geode,3191,Do we want to change this error handler to something else? can we make`RestTemplateResponseErrorHandler` an inner class to contain the error handling in the client?,jdeppe-pivotal,True
seatunnel,3848,Remove,TaoZex,False
pinot,1106,Remove this comment,cyy0714,False
flink,4384,"I think typeinfo could have it's own rule, the rest are fine since they are all between 1-3 files",dawidwys,False
flink,13931,Improve what? This case seems correct.,godfreyhe,True
flink,21132,"```suggestion
void testUpdate() {
```",TanYuxin-tyx,False
cloudstack,3976,this means the VM could not have another iso mounted?,Pearl1594,True
nifi,5493,"This property does not appear to be used, adding a comment above would be helpful.",thenatog,False
samza,321,"Minor: Would be good to add a small comment explaining what the Object can be. E.g., see JoinOperatorSpec.",vjagadish1989,False
beam,16004,"nit
```suggestion
      // windows, this will be called as part of the garbage-collection timer.
```",dpcollins-google,True
phoenix,699,using spy implies code smell and hence should be avoided. Could you try with dependency injection?,nsgupta1,False
hive,2516,"Retrying all `IOE` might not be apt, We might land up retrying doing nothing, as in case of `FileNotFoundException`, it can not get solved even in 10 iteration, So is an `IOE` in case of FileSystem Closed, even if we retry. the result will be same.
Some example Exceptions which we can include-
``ConnectException`` ``EOFException`` ``ConnectTimeoutException`` ``StandbyException`` ``SafemodeException`` ``NoRouteToHostException`` ``SocketException`` and ``RetriableException``",hmangla98,True
geode,5249,This comment should be removed.,mhansonp,True
samza,483,"Nitpick: Would prefer to order these fields like:
```
private val fullMetadataCache
private val newestOffsetsCache
private val lock // Guards fullMetadataCache and newestOffsetsCache
```",cameronlee314,False
geode,6013,would you please add a comment here as to why it's okay to ignore the other map's locator ID when the membername matches one that's already in the local map?,mivanac,True
nifi,2711,"There is no point to define local var, since it's not being reused. You can just have `result.add(str.trim());`",joetrite,False
geode,6296,"In conjunction with the thread on the dev list, this variable could be made `final`.",nonbinaryprogrammer,True
flink,6961,We should also add a test where not all allocations are black listed and a test where all are blacklisted but the preferred allocation is contained in this set.,StefanRRichter,False
flink,6871,nit: rename `cleanupXYZ` to `cleanUpXYZ`?,kl0u,False
metron,489,Should be more descriptive. e.g.: Metron Configuration UI web application,merrimanr,False
samza,519,"We shouldn't be clearing the interrupt status of the thread. Not restoring interrupt can often be dangerous since it masks the existence of an interrupt upstream in the current-thread's call-stack.  If the current thread is interrupted, we should be restoring its interruption status back right?",shanthoosh,False
doris,741,_dst_cursor == nullptr,chaoyli,True
flink,14799,"Please revert the visibility if you adjust the tests as I suggested.

ditto: other state classes",curcur,False
cxf,585,"LGTM but here ""produceTypes"" could be in the else statement instead.",amarkevich,True
incubator-kie-optaplanner,1892,"I think that this requires much more explanation.
Why are those methods there, if you don't need them?
What happens if you call them?
How does a sample PFC look now?

All of that should, in my opinion, be explained in the class-level Javadoc.",rsynek,False
flink,3770,"here and in a few other places in this class, we could add the `operator` String to   the variable names to make it clear for user that we are now dealing with state on the operator level and avoid confusing flink veterans that have a certain mental mapping for the word `(Sub)TaskState` that they must update.",zentol,True
flink,11950,"I think the `AlterTableOperation` should simply describe the SQL statement, not materialize the alter changes. What I mean is this class should only contain `tableIdentifier` and `newConstraint`. 

The same to `AlterTableDropConstraintOperation`.",danny0405,False
incubator-hugegraph,428,set PageState.PAGE_NONE,zhoney,True
pulsar,11166,"I think it's not proper to use `getCompactedTopicContext`, which calls `CompletableFuture#get` to wait the future. It's easy to cause deadlock.",yonyong,True
flink,6787,Upsert -> upsert,hequn8128,False
druid,9733,"if you make the change i suggested and accept a list and exhaust all possible laning strategies in an attempt to find one, then you can relax this restriction as well, allowing a truly mad operator to have any number of nested strategies.",suneet-s,False
gobblin,2578,How about maintaining compatibility with callers of the old script? One option is to leave the old scripts as wrapper scripts that call the new one. Another option is to have the old script names be symlinks to the new script and detect the usage based on the value of $0.,jhsenjaliya,False
nifi,5977,"This should probably say a ""component property"" - this can be used for more than just processors.",Lehel44,False
flink,8522,add `this.recordReader = null`?,zjuwangg,False
pulsar,15638,this method doesn't really belong to this class. org.apache.pulsar.common.util.netty.EventLoopUtil is a better location for this method.,nicoloboschi,True
storm,2414,"I think starting a path with `/` or `\` is inherently going to be fragile on Windows. It might be better to remove the initial file separator from here, and throw an exception if the first path part is `File.separator` . Then you can probably also get rid of the `DOUBLE_SEP` replacement. Same check should be in `asPath`. In order to work on Windows, paths should start from e.g. `java.io.tmpdir` or the current working directory instead of the filesystem root I think.",lawrencecraft,False
nifi,4988,"Instead of instantiating `HttpCookie` in multiple methods, it would be helpful to encapsulate the cookie generation using an interface and implementation class.  Having an interface method such as `String CookieProvider.getJwtCookie(String jwt)` would streamline references here in `AccessResource`, and also provide opportunity for introducing a unit test that ensures certain fields are set as intended.",thenatog,False
flink,2808,Can we make this configurable?,shuai-xu,False
cassandra-java-driver,732,"I think it would be better to use `setConnectionsPerHost(HostDistance.LOCAL, 2, 3)`, since I think we should encourage using that method.
",newkek,True
hadoop,5251,space after },MaxWk,True
samza,470,"Minor:

private static final int MESSAGE_HEADER_OVERHEAD = 1024
private static final int DEFAULT_MAX_MESSAGE_SIZE = 1024 * 1024 - MESSAGE_HEADER_OVERHEAD",lhaiesp,False
nifi,3774,I would rename the package to something like `org.apache.nifi.service(s).[util].lookup`.,tpalfy,False
zookeeper,338,"""captures detailed information""",arshadmohammad,False
hbase,3969,An `else` to indicate that we found no backups (or you think not printing anythign is sufficient?),ndimiduk,True
flink,8416,Would move this out of the `try` block. If this fails the finally block isn't doing anything anyway.,azagrebin,True
beam,16741,See if pop is a better option,victorplusc,True
shardingsphere,7255,"The space looks too strong, is it a English space?",yang-7777,True
gobblin,3800,"seems confusing that `LeaseObtainedStatus.getFlowAction().getFlowExecutionId()` returns a different value than what we're storing in the `DagAction.getFlowExecutionId()`.  e.g. why not unify them by *encapsulating* the switcheroo to `LeaseObtainedStatus.getEventTimestamp()` inside the `LeaseObtainedStatus.getFlowAction()` call?

then, in that location I suggest a code comment explaining why it's helpful and safe to replace the original value w/ this one.",umustafi,True
hive,175,"This adds a reserved word in grammar, which probably is ok since unique is reserved keyword as far back as SQL 92. Also mysql, pg, also has it reserved. 
But we need to call this out as incompatible change in release notes.",jcamachor,False
flink,16902,"We should immediately mark this as deprecated. `SafeAny` is not safe at all, it's a hack that silences a correct warning/error. It would be better to use `unknown` instead everywhere, however that is a separate change as it isn't a drop-in replacement.",yangjunhan,False
shardingsphere,21727,This blank line could be deleted,pandaapo,True
solr,953,Why?,epugh,True
incubator-heron,2892,it should org.apache.heron now - instead of org.apache.heron,joshfischer1108,False
iotdb,101,Maybe you can try String.join?,fanhualta,True
iceberg,2095,"nit: I'd prefer the original formatting where `nameToAttr.get(a.name)` is on the same line:

```
      a => nameToAttr.get(a.name) match {
        case Some(ref) =>
          // keep the attribute id if it was present in the relation
          a.withExprId(ref.exprId)
        case _ =>
          // if the field is new, create a new attribute
          AttributeReference(a.name, a.dataType, a.nullable, a.metadata)()
      }
```",dilipbiswal,True
phoenix,616,nit: weird indentation ,christinefeng,False
geode,6038,"This test name should be ""isTransactionalReturnsTrueIfHasTXUniqueIdAndCanParticipateInTransaction""",pivotal-eshu,True
incubator-paimon,1138,"Remove *, Use something like:
```
            <td>Whether to double write to a changelog file. This changelog file keeps the details of data changes, it can be read directly during stream reads.<br /><br />Possible values:<ul><li>""none"": No changelog file.</li><li>""input"": Double write to a changelog file when flushing memory table, the changelog is from input.</li><li>""full-compaction"": Generate changelog files with each full compaction.</li><li>""lookup"": Generate changelog files through 'lookup' before committing the data writing.</li></ul></td>
```",s7monk,True
nifi,4126,"The steps seem to me overlapped here:

- instantiating attribute map
- append file
- fill in attributes
- flush file

I think this would be better / more straightforward:
- append file
- flush file
- instantiating attribute map
- fill in attributes
",MuazmaZ,False
flink,20660,在分配 *Slot 1* 和 *Slot 2* 后，在 TaskManager 留下 0.25 Core 和 1 GB 的内存作为未使用资源.,liujingmao,True
iotdb,1890,Use English,5Reeson,False
beam,25508,"Again, why not rely on a ConfigMap and mount that to the container, decoupling configuration from binary?  If we are still stuck with appengine, terraform has a way to provide environment variables via the app_engine_flexible_app_version block https://registry.terraform.io/providers/hashicorp/google/latest/docs/resources/app_engine_flexible_app_version#env_variables",MakarkinSAkvelon,False
druid,14726,"Under what circumstances would I want to turn this off? (Since it defaults to ""true"" I'm assuming that ""on"" is what we recommend.). Either a brief statement here or a link to documentation about how to configure this (which may or may not exist)",petermarshallio,True
incubator-heron,1970,"Instead of initializing namespace, can we initialize `""%s/api/v1/namespaces/%s/pods` as `baseUriPath`? Every method uses this as their base, so this would reduce duplicate logic.",jrcrawfo,True
seatunnel,3742,"```suggestion
    private Pair<Boolean, String> isExtractTopic(String topicConfig){
        String regex = ""\\$\\{(.*?)\\}"";
        Pattern pattern = Pattern.compile(regex, Pattern.DOTALL);
        Matcher matcher = pattern.matcher(topicConfig);
        if (matcher.find()) {
            return Pair.of(true, match.group(1));
        }
        return Pair.of(false, topicConfig);
    }
```",TaoZex,True
gobblin,2780,Please apply gobblin-style xml file in IntelliJ : https://gobblin.readthedocs.io/en/latest/developer-guide/CodingStyle/,ZihanLi58,False
beam,25200,"`no output due to no SI` - This does still get an output, though, right? Since the side input still fires within this window",AnandInguva,True
beam,13592,"```suggestion
        return new UnboundedSourceAsSDFRestrictionTracker<>(restriction, pipelineOptions, reader);
```",boyuanzz,True
flink,17352,"We can throw exception here, it's confusing to print show create view without the query definition. We can say we don't support show create view for views registered by Table API, ie. `TableEnvironment#createTemporaryView(String, Table)`.
",RocMarshal,True
flink,14748,Add `@PublicEvolving` annotation. ,sebastianliu,True
inlong,5326,This Error need recalc heart timer.,TszKitLo40,True
hadoop,201,"How about having RMContainer implement Comparable instead? 

RMContainerImpl already has an implementation that IMO should just be in RMContainer. ",szegedim,False
geode,2388,"this can be simplified to ""() -> status == -1 && !cancelled""
No need for the ""return"" or the ""{();}""",pivotal-eshu,True
druid,3792,The Jackson annotations here are unnecessary if this is changed to be a context parameter.,jihoonson,True
iotdb,692,The same question with LinearFill,liutaohua,True
flink,18983,"```suggestion
            assertThat(workers).hasSize(1);
```
Please also check for other similar instances.",RocMarshal,True
nifi,4053,Could be worth doing the test using flow file attributes. Just to check EL evaluation.,granthenke,False
pinot,3979,"**""numConsumingSegmentsQueried""**?",sunithabeeram,True
beam,4502,nit: remove whitespace,dkulp,True
dubbo,9084,Can `GrpcStatus` be removed if we always send cancel?,guohao,True
nifi,5752,I think this nested try may be extracted to a separate method to make the code more readable.,timeabarna,False
ignite,9661,Let's add assert that the strategy isn't `null` here.,anton-vinogradov,True
pinot,8233,"```suggestion
  <artifactId>pinot-flink-connector</artifactId>
```",yupeng9,True
flink,16046,you could simplify the code further by passing `resultType` directly to `generateWatermark`,Airblader,False
samza,92,"It seems that you have renamed the SinkOperatorSpec to OutputOperatorSpec w/o changing the opCode correspondingly. Any particular reason? I thought that InputOperatorSpec/OutputOperatorSpec is not in the scope of this change?

Following the line of thought on sink() or sendTo() methods, here are the few things that we had talked about in another PR #51 
- if sink() is only send to non-stream terminals, maybe we should define SinkFunction as SinkFunction(M message, TaskCoordinator coordinator), removing the MessageCollector parameter there?
- For sendTo(), if we implemented SAMZA-1101, it would be translated into an OutputOperatorSpec, which only contains StreamSpec, keyExtractor, msgExtractor, instead of an actual SinkFunction?

If the answers to the above questions are not intended in this PR, I would prefer to move the changes to address SAMZA-1101 to a separate one",prateekm,False
incubator-hugegraph,515,align,Linary,True
cassandra,1954,Think we should lift this up to the CACHEABLE_MUTATION_SIZE_LIMIT declaration as a javadoc so it's clear at declaration time why this limit exists.,tjake,False
solr,708,Same comment here as above about wildcard imports,heythm,True
phoenix,542,We don't need to catch the exception and then `fail`. We can just execute these statements without the catch blocks.,virajjasani,False
flink,13796,"```suggestion
	private static Multimap<String, IncludedDependency> parseModulesFromBuildResult(File buildResult) throws IOException {
```",rmetzger,False
beam,4244,Gather all the exceptions and create a suppressed exception list and throw an IOException saying YYY clients failed to close adding all the failures.,tgroh,False
pulsar,17777,How about the future completed with an exception? We will miss the update of the sendCount,liangyepianzhou,True
pulsar,11369,"```suggestion
            value = ""Allow wildcard matching in authorization (wildcard matching only applicable ""
                    + ""if wildcard char * presents at first or last position. For example, *.pulsar.service, pulsar.service.*""
```",315157973,True
nifi,7832,"Recommend reversing the logic to make it more straightforward:
```suggestion
            if (narHashFile.exists()) {
                logger.debug(""Already successfully unpacked {}"", unpackedDir);
            } else {
                purgeDirectory(unpackedDir);
            }
```",pgyori,False
ozone,1147,"```suggestion
        Assert.assertNotNull(db1);
```",ChenSammi,True
cassandra,2122,can you make this a function?  best not to copy/paste,NateAdere,False
beam,7772,(as above),mwalenia,True
phoenix,682,Nit: this.verify to be consistent with other accessors,swaroopak,False
nifi,4948,I think you meant 'respective' relationship instead of 'respected',simonbence,False
flink,6967,We should also add a test where not all allocations are black listed and a test where all are blacklisted but the preferred allocation is contained in this set.,azagrebin,True
incubator-hugegraph,131,"align ""throws...""",Linary,True
flink,8296,"To be consistent with the interface, this should be named `TestingSchedulerOperations` (plural).",shuai-xu,False
guacamole-client,309,Placement of period is ever so slightly off.,mike-jumper,True
iotdb,2567,"```suggestion
          logger.warn(""Exception occurred while processing non-query. "", e);
```
",eileenghm,True
flink,11507,"1. Looks like we assign these variables it from the network thread, but read from task thread?
2. Besides of visibility, is there a race condition?
N writes to `currentCheckpointId` updated
T reads `currentCheckpointId` (new value)
T reads `allBarriersReceivedFuture` (null or old value)
N writes to `allBarriersReceivedFuture` 
3. nit: to me `} else if ()` would be more readable",AHeise,False
drill,2125,"I strongly recommend adding the limit pushdown code.   All you need to do is add the code I referred to earlier and then in this loop add the following:
```java
if (loader.limitReached(maxRecords) ) {
  return false;
}",luocooong,True
hudi,8107,Will users still need to specify the keygen class if this is set to true?,nsivabalan,True
flink,7568,Why do we need to remove this call here?,StefanRRichter,False
kafka,3490,"The indentation is wrong here.   Perhaps you have tabs in the source code here?

The rendered code indents the `KStreamBuilder` line with 1 blank, and the Serdes.String() etc. lines with 2 blanks.

Screenshot:
<img width=""642"" alt=""screen shot 2017-07-17 at 17 04 56"" src=""https://user-images.githubusercontent.com/294849/28274730-1415898c-6b12-11e7-8963-454bb6cdd109.png"">
",enothereska,False
hudi,1726,ditto,liujinhui1994,False
flink,20859,"```suggestion
#### Drop support for Hive versions 1.\*, 2.1.\* and 2.2.\*
```",HuangXingBo,False
beam,16826,"Thank you for adding these comments, could you please also add comments for other tests in these files? So every test in `local_cache_test.go` and `redis_cache_test.go` has a corresponding comment😊",pavel-avilov,True
hadoop,2179,"make clear: or when doing many writes in same process (bulk uploads, hive LLAP/spark with many workers)",bilaharith,True
iotdb,1652,data_file_indexer_manager=internal/rocksdb,mychaow,False
geode,6493,This could be called `confirmKnownOptions` since these aren't really subcommands.,jhutchison,True
beam,4357,"Are you trying to differentiate options given by the user and the ""effective"" options?",dmytroivanov4206,True
flume,202,"This is good, but it would be even better to use Assert.assertEquals()",mcsanady,False
gobblin,1279,"Why is this needed?
",pcadabam-zz,True
hadoop,4205,"should the doc use Object to refer to something in s3, to distinguish it from the local FS files?",ahmarsuhail,True
pulsar,1858,"Why isn't this returning ReaderConfiguration&? I see some others are not returning it, but I would guess it's to not break BC. setReaderListener does return it.",zhaijack,True
incubator-hugegraph,1392,upgrade api version,Linary,True
pulsar,10279,"In `PartialPartitionedProducerTest`, why do some tests close the used producers and some do not?",equanz,True
flink,12076,"check and throw exception first, and do other normal logic without this big brace",docete,False
samza,1021,"Extract fields for jobname, id.",rmatharu-zz,False
pulsar,21203,Can we just use bool type? `isDisconnected` is only used in synchronized methods.,hanmz,False
ignite,7813,Javadoc,rkondakov,False
flink,14464,Add indent.,SteNicholas,True
hive,1780,the result of this qfile seems unrelated to the changes...,zabetak,True
iceberg,526,Nit: no need for this empty line.,Fokko,True
druid,4532,Please don't include author information in the code. Git will remember it.,chunghochen,True
flink,8704,"You can probably drop this method if you move the code that computes the slot resources into a separate method:
`computeSlotResourceProfile(taskManagerServicesConfiguration)` as suggested. Then you can test that logic in isolation and do not need access to the slot requests.",xintongsong,False
flink,6823,"We should not have ""UTF-16"" but only ""UTF-16BE""",XuQianJin-Stars,False
dolphinscheduler,9800,To import types please use `import type` .,SnowMoon-Dev,False
beam,12445,Can we directly setup 'CrossLanguage' transform as the primary user API instead of having to setup a separate ExternalTransform struct ?,pskevin,True
beam,25793,This is dangerous.,ruslan-ikhsan,True
incubator-kie-drools,1145,Again.,LuboTerifaj,True
flink,10682,Why do we need to call this method for the test?,azagrebin,False
iotdb,1204,"```suggestion
public class GroupByTimeFillPlan extends GroupByTimePlan {
```",mychaow,True
iotdb,177,"```suggestion
        range_curr = range_next;
```",LeiRui,True
druid,8107,thanks for adding comment :+1:,jon-wei,True
gobblin,1662,"You could add the additional extensions in the `Writer` and avoid the weirdness, can't you?",eogren,True
ratis,573,Please revert this.  It only has name change and format change.,Xushaohong,True
kafka,8280,"Can we please clean up the logic? This method no longer returns true if it's just a tombstone record; it also returns true if the key is null for `InsertField$Key`.

I'd suggest removing this method altogether and just changing the point where this method is called to simply be:
```
          if (operatingValue(record) == null) {
```",gharris1727,True
incubator-kie-optaplanner,1359,"To make it consistent with the error message at line 571
```suggestion
                                    fieldInfo.name() + "") of the class( "" +
                                    classInfo.name().toString() + "")."", e);
```",Christopher-Chianelli,True
cloudstack,1678,"Please consider adding an overridden version of the `Script(String, int, Logger)` constructor that accepts `Duration` to encapsulate this type conversion.
",abhinandanprateek,False
iotdb,473,"I don't think this is a measurement and please rename ""deltaObj"" to ""device"".",little-emotion,True
incubator-kie-optaplanner,704,All uses of from/join on `ExaminationConstraintConfiguration` should theoretically be removable when converted to `penalizeConfigurable()`.,michaltomco,True
beam,6637,duplicate space after `byte`,mwylde,True
samza,225,"minor: It seems to me that the following names are better?
- ControlProcessorManager: delegates a control message to the corresponding processor
- ControlMessageProcessor: interface to process the incoming control message",xinyuiscool,False
shardingsphere,3501,"The test case is still not clear, we just case about the last digital of generated keys, right?
The first case, we can assert the last digital of generated keys for each milliseconds as `0`, `1`, `2`, `3` and `0` again.
The second case, we can assert the last digital of generated keys in same milliseconds as accumulate over the Vibration offset.",geomonlin,False
storm,2583,Please rename this as it is not generic Map Equality.  It is very specific to `isValidConf` and it is confusing to have a generic name for it.,ghajos,True
druid,9449,Would you add more detailed docs for this parameter? It should probably mention that you have to load some extension to read from a particular type of database.,a2l007,True
eventmesh,388,"Here, may cause ConcurrentModification Exception, use iterator may be better, please take a look",iNanos,True
shardingsphere,13398,"@flycash Please use static import instead, and modify optCtx to each.",flycash,True
geode,6134,"Within these new subnav entries, please capitalize to match what is done in the rest of the subnav.",davebarnes97,True
geode,5447,Does the comment above have to be updated?,mhansonp,True
samza,308,`s/getDecryptedBody/getBody`,dxichen,False
nifi,5761,Typos: are handled as strings,simonbence,False
geode,2744,static methods usually are all upper case with underscore seperators (see DEFAULT_POOL_NAME from above).,mcmellawatt,True
iotdb,8613,add it back,Wei-hao-Li,True
shardingsphere,10478,final,avalon5666,True
iotdb,4331,"As User could only see UnaryMeasurementSchema, we could rename this to MeasurementSchema",choubenson,True
pulsar,15140,Autocloseable? ,tjiuming,True
dolphinscheduler,10981,"```suggestion
    // The event type {ADD, REMOVE, UPDATE}
```
",wjf222,True
beam,26964,Extract.,nausharipov,True
hadoop,3736,s3a:,bhalchandrap,False
flink,8038,Please either overload this method or use `Optional`.,StefanRRichter,False
iotdb,9750,?,Caideyipi,True
flink,6924,"for example it looks like this method differs only with the `KAFKA_URL` ""parameter""",yanghua,True
flink,8843,"```suggestion
注意连接器现在没有包含在二进制发行版中。集群执行的相关信息请参考 [这里]({{site.baseurl}}/zh/dev/projectsetup/dependencies.html).
```",aloyszhang,False
flink,18065,"a pom should declare all dependencies that are directly used, so both `flink-table-common` and `flink-table-api-java`, and `bridge-base` are valid",slinkydeveloper,False
beam,2330,Don't print to stderr.,peay,False
camel,8824,"The description are to simple, they are for humans. So please improve these. Also should start with Upper case letter.",shengzhou1216,True
incubator-hugegraph,671,Our specification does not recommend to `import *`,zhoney,True
geode,7172,"If you know ""diff"" is a MemberSet then you can add a RedisSet constructor for it that just uses diff instead of creating a new MemberSet.",Kris-10-0,True
iotdb,5353,what is rec?,yschengzi,True
flink,11542,"I find it strange that `JobManagerStdoutFileHandler` also knows about the location of the regular log file (i.e., `LogFileLocation#logFile`). Moreover, we are introducing a class hierarchy without adding behavior, i.e., `JobManagerStdoutFileHandler` and `JobManagerLogFileHandler` are doing the same thing (serving a (log) file). 

I would propose to drop `JobManagerStdoutFileHandler` and add a `File` field to `JobManagerLogFileHandler`. 
`JobManagerCustomLogHandler` should have a log dir field. 

What do you think?
",jerry-024,False
shardingsphere,10880,"It is not an error.

https://search.maven.org/artifact/org.apache.shardingsphere/shardingsphere-jdbc-core-spring-boot-starter/5.0.0-beta/jar",blackc716,False
flink,11769,"Change to
```
Creates a :class:`~pyflink.table.StreamTableEnvironment`.
```
since we can also create the TableEnvironment without the execution environment.",SteNicholas,True
incubator-hugegraph,645,remove unused method,Linary,True
pinot,5631,"```suggestion
  private static final String MAX_STATE_TRANSITIONS_PER_INSTANCE =  ""MaxStateTransitionsPerInstance"";
```",yupeng9,True
flink,9555,`resource-id` is ambiguous; it's not clear what resource the ID belongs to. `taskmanager-id` seems more appropriate.,jerry-024,False
iotdb,8975,add a new judgment,Wei-hao-Li,True
guacamole-client,530,"As `field.redirectMsg` is already on the scope, it's possible to reference that directly rather than via a dedicated function.",necouchman,True
druid,4448,"Regarding null handling - doesn't Jackson handle it up front, when you specify `defaultImpl=...` on the `IndexMerger` interface (or SegmentStrategy for that matter, if you apply suggestion above)?",kaijianding,False
incubator-kie-drools,1145,Reuse code.,LuboTerifaj,True
incubator-hugegraph,95,"prefer to update status of patent task when a task is completed, and just return status status of task itself when query task status",zhoney,True
